,X,Y,OBJECTID,ticket_number,issued_date,location,description,status,amount,dayofweek,hour,coords
131,,,132,23500006,2023/01/03 10:03:00+00,300 FORMAN AVE,ODD/EVEN PARKING APR-OCT CO15-318 (A)2,Paid In Full,25,Tuesday,10,"('43.048391', '-76.140049')"
132,,,133,23500007,2023/01/03 10:04:00+00,300 FORMAN AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,60,Tuesday,10,"('43.048391', '-76.140049')"
133,,,134,230700001,2023/01/03 10:15:00+00,200 HILLSIDE ST,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,60,Tuesday,10,"('43.076942', '-76.142648')"
134,,,135,230700002,2023/01/03 10:17:00+00,100 LOMA AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Adjudication Denied ,60,Tuesday,10,"('43.077605', '-76.142159')"
135,-8475594.52081043,5319321.76925427,136,23500010,2023/01/03 10:16:00+00,900 FAYETTE ST E,UNINSPECTED/ ALL TIMES VTL 306-B,Paid In Full,25,Tuesday,10,"('43.0484055', '-76.1374615')"
136,-8475594.52081043,5319321.76925427,137,23500011,2023/01/03 10:19:00+00,900 FAYETTE ST E,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Fourth Notice,25,Tuesday,10,"('43.0484055', '-76.1374615')"
137,-8475594.52081043,5319321.76925427,138,23500009,2023/01/03 10:12:00+00,900 FAYETTE ST E,UNINSPECTED/ ALL TIMES VTL 306-B,Paid In Full,25,Tuesday,10,"('43.0484055', '-76.1374615')"
138,-8475594.52081043,5319321.76925427,139,23500008,2023/01/03 10:11:00+00,900 FAYETTE ST E,ODD/EVEN PARKING APR-OCT CO15-318 (A)2,Issued,25,Tuesday,10,"('43.0484055', '-76.1374615')"
139,,,140,230700003,2023/01/03 10:20:00+00,1700 COURT ST,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,60,Tuesday,10,"('43.0792271', '-76.1444281')"
140,,,141,230700004,2023/01/03 10:21:00+00,1700 COURT ST,NO STPNG HERE TO CNR/ALL CO15-316(A)6,Paid In Full,25,Tuesday,10,"('43.0792271', '-76.1444281')"
141,,,142,230700005,2023/01/03 10:27:00+00,300 HARFORD RD,UNINSPECTED/ ALL TIMES VTL 306-B,Issued,25,Tuesday,10,"('43.08332', '-76.145087')"
142,,,143,230700006,2023/01/03 10:27:00+00,300 HARFORD RD,LEFT WHEELS TO CURB/ALL CO15-301,Issued,25,Tuesday,10,"('43.08332', '-76.145087')"
143,,,144,230700007,2023/01/03 10:27:00+00,300 HARFORD RD,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Issued,60,Tuesday,10,"('43.08332', '-76.145087')"
144,-8475181.74815719,5319258.7048678,145,23500012,2023/01/03 10:26:00+00,105 ASHWORTH PL,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Adjudication Approved,0,Tuesday,10,"('43.0478935', '-76.1338586832544')"
145,,,146,23500013,2023/01/03 10:28:00+00,100 ASHWORTH PL,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Adjudication Pending ,60,Tuesday,10,"('43.047635', '-76.134138')"
146,,,147,231500002,2023/01/03 10:29:00+00,100 BURNET AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,60,Tuesday,10,"('43.052202', '-76.147976')"
147,,,148,231500001,2023/01/03 10:28:00+00,100 BURNET AVE,UNINSPECTED/ ALL TIMES VTL 306-B,Paid In Full,25,Tuesday,10,"('43.052202', '-76.147976')"
148,,,149,231500004,2023/01/03 10:36:00+00,100 WAYNE ST,UNINSPECTED/ ALL TIMES VTL 306-B,Issued,25,Tuesday,10,"('43.0541216', '-76.1421976')"
149,,,150,231500003,2023/01/03 10:30:00+00,100 BURNET AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Fourth Notice,60,Tuesday,10,"('43.052202', '-76.147976')"
150,,,151,231500005,2023/01/03 10:36:00+00,100 WAYNE ST,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Issued,60,Tuesday,10,"('43.0541216', '-76.1421976')"
151,-8476390.51077701,5324469.80624169,152,230700008,2023/01/03 10:34:00+00,100 CHATHAM PL,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,60,Tuesday,10,"('43.0820519', '-76.1446852')"
152,,,153,230700009,2023/01/03 10:38:00+00,300 HARFORD RD,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Issued,60,Tuesday,10,"('43.08332', '-76.145087')"
153,,,154,231500006,2023/01/03 10:38:00+00,100 WAYNE ST,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,60,Tuesday,10,"('43.0541216', '-76.1421976')"
154,,,155,23500014,2023/01/03 10:42:00+00,800 SUMNER AVE,UNINSPECTED/ ALL TIMES VTL 306-B,Paid In Full,25,Tuesday,10,"('43.036339', '-76.125755')"
155,,,156,230700010,2023/01/03 10:39:00+00,300 HARFORD RD,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,60,Tuesday,10,"('43.08332', '-76.145087')"
156,,,157,231500007,2023/01/03 10:42:00+00,200 HAWLEY AVE,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Fourth Notice,25,Tuesday,10,"('43.0531245', '-76.1436109')"
157,,,158,231500008,2023/01/03 10:42:00+00,200 HAWLEY AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Fourth Notice,60,Tuesday,10,"('43.0531245', '-76.1436109')"
158,,,159,231500009,2023/01/03 10:43:00+00,200 HAWLEY AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Adjudication Approved,0,Tuesday,10,"('43.0531245', '-76.1436109')"
159,,,160,230700011,2023/01/03 10:44:00+00, CADILLAC ST,NONE/ONE LICENSE PLATE/ALL VTL402-1,Issued,25,Tuesday,10,"('43.083186', '-76.145001')"
160,,,161,231500011,2023/01/03 10:48:00+00,300 GREEN ST,UNINSPECTED/ ALL TIMES VTL 306-B,Adjudication Denied,25,Tuesday,10,"('43.055433', '-76.137463')"
161,,,162,231500010,2023/01/03 10:47:00+00,300 GREEN ST,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,60,Tuesday,10,"('43.055433', '-76.137463')"
162,-8476912.48784435,5324124.13785503,163,230700012,2023/01/03 10:46:00+00,400 CADILLAC ST,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Issued,60,Tuesday,10,"('43.0798029', '-76.1493596')"
163,,,164,230700013,2023/01/03 10:50:00+00,100 HOOD AVE,UNINSPECTED/ ALL TIMES VTL 306-B,Issued,25,Tuesday,10,"('43.073343', '-76.142571')"
164,,,165,231500012,2023/01/03 10:48:00+00,300 GREEN ST,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Adjudication Denied,60,Tuesday,10,"('43.055433', '-76.137463')"
165,,,166,231500013,2023/01/03 10:50:00+00,300 GREEN ST,UNINSPECTED/ ALL TIMES VTL 306-B,Paid In Full,25,Tuesday,10,"('43.055433', '-76.137463')"
166,,,167,231500015,2023/01/03 10:57:00+00,800 HAWLEY AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,60,Tuesday,10,"('43.055205', '-76.131371')"
167,,,168,231500014,2023/01/03 10:53:00+00,300 GREEN ST,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Issued,60,Tuesday,10,"('43.055433', '-76.137463')"
168,,,169,230700014,2023/01/03 10:50:00+00,100 HOOD AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Issued,60,Tuesday,10,"('43.073343', '-76.142571')"
169,,,170,230700015,2023/01/03 10:53:00+00,100 HOOD AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Fourth Notice,60,Tuesday,10,"('43.073343', '-76.142571')"
170,,,171,231500016,2023/01/03 10:58:00+00,800 HAWLEY AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Void Approved,0,Tuesday,10,"('43.055205', '-76.131371')"
171,,,172,23500015,2023/01/03 10:57:00+00,100 REDFIELD PL,UNINSPECTED/ ALL TIMES VTL 306-B,Fourth Notice,25,Tuesday,10,"('43.037424', '-76.123079')"
172,,,173,231500017,2023/01/03 10:59:00+00,800 HAWLEY AVE,UNINSPECTED/ ALL TIMES VTL 306-B,Adjudication Pending ,25,Tuesday,10,"('43.055205', '-76.131371')"
173,-8473848.25193024,5318170.2259865,174,23500016,2023/01/03 11:00:00+00,100 JUDSON ST,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Fourth Notice,60,Tuesday,11,"('43.0406743', '-76.1218189')"
174,-8473848.25193024,5318170.2259865,175,23500017,2023/01/03 11:00:00+00,100 JUDSON ST,OBSTRUCTING TRAFFIC/ALL CO15-317,Fourth Notice,60,Tuesday,11,"('43.0406743', '-76.1218189')"
175,-8476185.62724552,5322790.96562927,176,230700016,2023/01/03 11:02:00+00,1400 BUTTERNUT ST,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Issued,60,Tuesday,11,"('43.0710588', '-76.14287')"
176,,,177,231500018,2023/01/03 11:03:00+00,300 WINTON ST,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,60,Tuesday,11,"('43.05402', '-76.123188')"
177,,,178,23500018,2023/01/03 11:05:00+00,100 DELL ST,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Adjudication Pending ,60,Tuesday,11,"('43.041795', '-76.120445')"
178,,,179,23500019,2023/01/03 11:05:00+00,100 DELL ST,OBSTRUCTING TRAFFIC/ALL CO15-317,Adjudication Pending ,60,Tuesday,11,"('43.041795', '-76.120445')"
179,,,180,23500021,2023/01/03 11:06:00+00,100 DELL ST,OBSTRUCTING TRAFFIC/ALL CO15-317,Adjudication Pending ,60,Tuesday,11,"('43.041795', '-76.120445')"
180,,,181,23500020,2023/01/03 11:06:00+00,100 DELL ST,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Adjudication Pending ,60,Tuesday,11,"('43.041795', '-76.120445')"
181,,,182,230700018,2023/01/03 11:10:00+00,100 KNAUL ST,UNINSPECTED/ ALL TIMES VTL 306-B,Fourth Notice,25,Tuesday,11,"('43.066341', '-76.142669')"
182,-8473722.51648653,5320895.77452598,183,231500019,2023/01/03 11:07:00+00,100 SUNSTRUCK DR,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Fourth Notice,60,Tuesday,11,"('43.0585952', '-76.1207446')"
183,-8476185.62724552,5322790.96562927,184,230700017,2023/01/03 11:05:00+00,1400 BUTTERNUT ST,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Fourth Notice,60,Tuesday,11,"('43.0710588', '-76.14287')"
184,,,185,23500022,2023/01/03 11:08:00+00,100 DELL ST,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,60,Tuesday,11,"('43.041795', '-76.120445')"
185,,,186,23500023,2023/01/03 11:08:00+00,100 DELL ST,OBSTRUCTING TRAFFIC/ALL CO15-317,Fourth Notice,60,Tuesday,11,"('43.041795', '-76.120445')"
186,,,187,230700019,2023/01/03 11:10:00+00,100 KNAUL ST,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Fourth Notice,60,Tuesday,11,"('43.066341', '-76.142669')"
187,,,188,231500022,2023/01/03 11:17:00+00,400 HIXSON AVE,PRKD ON GRASS/GROUND/ALL CO15-316(A),Issued,25,Tuesday,11,"('43.062693', '-76.12019')"
188,-8473857.26878097,5321278.34724816,189,231500021,2023/01/03 11:13:00+00,400 BOYDEN ST,UNINSPECTED/ ALL TIMES VTL 306-B,Fourth Notice,25,Tuesday,11,"('43.0610818', '-76.1219148')"
189,-8473857.26878097,5321278.34724816,190,231500020,2023/01/03 11:12:00+00,400 BOYDEN ST,UNINSPECTED/ ALL TIMES VTL 306-B,Issued,25,Tuesday,11,"('43.0610818', '-76.1219148')"
190,,,191,231500023,2023/01/03 11:19:00+00,400 HIXSON AVE,UNINSPECTED/ ALL TIMES VTL 306-B,Paid In Full,25,Tuesday,11,"('43.062693', '-76.12019')"
191,,,192,230700020,2023/01/03 11:18:00+00,400 ALVORD ST S,NO STOPPING ANY TIME CO15-316 (A)14,Paid In Full,25,Tuesday,11,"('43.061807', '-76.144989')"
192,,,193,230700021,2023/01/03 11:19:00+00,400 ALVORD ST S,NO STOPPING ANY TIME CO15-316 (A)14,Paid In Full,25,Tuesday,11,"('43.061807', '-76.144989')"
193,,,194,230700023,2023/01/03 11:22:00+00,400 ALVORD ST S,NO STANDING ANY TIME CO15-316 (A)14,Adjudication Pending ,25,Tuesday,11,"('43.061807', '-76.144989')"
194,,,195,230700022,2023/01/03 11:20:00+00,400 ALVORD ST S,NO STANDING ANY TIME CO15-316 (A)14,Paid In Full,25,Tuesday,11,"('43.061807', '-76.144989')"
195,-8473685.44709262,5321755.55670743,196,231500024,2023/01/03 11:22:00+00,200 HIXSON AVE,UNINSPECTED/ ALL TIMES VTL 306-B,Paid In Full,25,Tuesday,11,"('43.0642362', '-76.120411')"
196,,,197,230700024,2023/01/03 11:23:00+00,400 ALVORD ST S,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Fourth Notice,25,Tuesday,11,"('43.061807', '-76.144989')"
197,-8473596.7812227,5319122.98085366,198,23500024,2023/01/03 11:23:00+00,300 LEXINGTON AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Fourth Notice,60,Tuesday,11,"('43.0469567', '-76.1195798')"
198,,,199,230700026,2023/01/03 11:31:00+00,100 JOSEPHINE ST,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Fourth Notice,60,Tuesday,11,"('43.060562', '-76.145918')"
199,,,200,230700027,2023/01/03 11:31:00+00,100 JOSEPHINE ST,LEFT WHEELS TO CURB/ALL CO15-301,Fourth Notice,25,Tuesday,11,"('43.060562', '-76.145918')"
200,,,201,231500025,2023/01/03 11:27:00+00,100 HIXSON AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Fourth Notice,60,Tuesday,11,"('43.06539', '-76.121621')"
201,,,202,230700025,2023/01/03 11:23:00+00,400 ALVORD ST S,NO STANDING ANY TIME CO15-316 (A)14,Fourth Notice,25,Tuesday,11,"('43.061807', '-76.144989')"
202,,,203,231500026,2023/01/03 11:34:00+00,100 GRAY AVE,UNINSPECTED/ ALL TIMES VTL 306-B,Paid In Full,25,Tuesday,11,"('43.0695898', '-76.123334')"
203,-8473438.98585973,5318592.44208299,204,23500025,2023/01/03 11:35:00+00,200 CAMBRIDGE ST,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Fourth Notice,60,Tuesday,11,"('43.0434732', '-76.1181957')"
204,,,205,230700029,2023/01/03 11:37:00+00,300 SALINA ST N,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Paid In Full,25,Tuesday,11,"('43.098565699999995', '-76.15330656343268')"
205,,,206,230700028,2023/01/03 11:37:00+00,300 SALINA ST N,UNINSPECTED/ ALL TIMES VTL 306-B,Paid In Full,25,Tuesday,11,"('43.098565699999995', '-76.15330656343268')"
206,-8473438.98585973,5318592.44208299,207,23500026,2023/01/03 11:35:00+00,200 CAMBRIDGE ST,UNINSPECTED/ ALL TIMES VTL 306-B,Fourth Notice,25,Tuesday,11,"('43.0434732', '-76.1181957')"
207,,,208,230700031,2023/01/03 11:39:00+00,300 SALINA ST N,UNINSPECTED/ ALL TIMES VTL 306-B,Paid In Full,25,Tuesday,11,"('43.098565699999995', '-76.15330656343268')"
208,,,209,230700030,2023/01/03 11:38:00+00,300 SALINA ST N,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Paid In Full,25,Tuesday,11,"('43.098565699999995', '-76.15330656343268')"
209,,,210,231500027,2023/01/03 11:41:00+00,200 GRANT BLVD,UNINSPECTED/ ALL TIMES VTL 306-B,Paid In Full,25,Tuesday,11,"('43.06981939130435', '-76.11761215942029')"
210,,,211,231500028,2023/01/03 11:41:00+00,200 GRANT BLVD,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,60,Tuesday,11,"('43.06981939130435', '-76.11761215942029')"
211,,,212,230700032,2023/01/03 11:39:00+00,300 SALINA ST N,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Paid In Full,25,Tuesday,11,"('43.098565699999995', '-76.15330656343268')"
212,,,213,230700033,2023/01/03 11:40:00+00,300 SALINA ST N,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Issued,25,Tuesday,11,"('43.098565699999995', '-76.15330656343268')"
213,,,214,230700034,2023/01/03 11:41:00+00,300 SALINA ST N,UNINSPECTED/ ALL TIMES VTL 306-B,Second Notice,25,Tuesday,11,"('43.098565699999995', '-76.15330656343268')"
214,,,215,230700035,2023/01/03 11:41:00+00,300 SALINA ST N,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Second Notice,25,Tuesday,11,"('43.098565699999995', '-76.15330656343268')"
215,,,216,231500030,2023/01/03 11:43:00+00,200 GRANT BLVD,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,60,Tuesday,11,"('43.06981939130435', '-76.11761215942029')"
216,,,217,231500029,2023/01/03 11:43:00+00,200 GRANT BLVD,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Paid In Full,25,Tuesday,11,"('43.06981939130435', '-76.11761215942029')"
217,,,218,230700036,2023/01/03 11:42:00+00,300 SALINA ST N,BUS STOP ONLY CO15-334,Paid In Full,60,Tuesday,11,"('43.098565699999995', '-76.15330656343268')"
218,,,219,230700037,2023/01/03 11:44:00+00,300 SALINA ST N,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Paid In Full,25,Tuesday,11,"('43.098565699999995', '-76.15330656343268')"
219,,,220,230700038,2023/01/03 11:44:00+00,300 SALINA ST N,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Issued,25,Tuesday,11,"('43.098565699999995', '-76.15330656343268')"
220,,,221,395936D,2023/01/03 11:11:00+00,100 DELL ST,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Adjudication Pending ,60,Tuesday,11,"('43.041795', '-76.120445')"
221,,,222,395937D,2023/01/03 11:13:00+00,100 DELL ST,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Adjudication Pending ,25,Tuesday,11,"('43.041795', '-76.120445')"
222,,,223,395938D,2023/01/03 11:15:00+00,100 DELL ST,OBSTRUCTING TRAFFIC/ALL CO15-317,Adjudication Pending ,60,Tuesday,11,"('43.041795', '-76.120445')"
223,,,224,230700039,2023/01/03 11:45:00+00,300 SALINA ST N,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Paid In Full,25,Tuesday,11,"('43.098565699999995', '-76.15330656343268')"
224,,,225,384884D,2023/01/03 09:45:00+00,100 MCCARTHY ALLLEY,NO PERMIT/ALL TIMES CO15-365,Issued,25,Tuesday,09,"(0, 0)"
225,,,226,392575D,2023/01/03 10:35:00+00,1000 EILEEN COLLINS BLVD,NO PARKING ANY TIME CO15-316 (A)14,Paid In Full,25,Tuesday,10,"(43.113505702811246, -76.11989651004016)"
226,,,227,392574D,2023/01/03 11:36:00+00,1000 EILEEN COLLINS BLVD,NO PARKING ANY TIME CO15-316 (A)14,Paid In Full,25,Tuesday,11,"(43.113505702811246, -76.11989651004016)"
227,-8476830.83499405,5319022.90269367,228,382125D,2023/01/03 08:50:00+00,411 MONTGOMERY ST,NO PERMIT/ALL TIMES CO15-365,Paid In Full,25,Tuesday,08,"('43.0461782', '-76.1486104')"
228,,,229,382126D,2023/01/03 09:20:00+00,511 STATE ST S,PARKED IN LOADING ZONE/ALL CO15-329,Fourth Notice,25,Tuesday,09,"(0, 0)"
229,,,230,382127D,2023/01/03 10:47:00+00,600 STATE ST S,NO PERMIT/ALL TIMES CO15-365,Fourth Notice,25,Tuesday,10,"('43.0415743', '-76.1723785')"
230,,,231,382128D,2023/01/03 10:48:00+00,600 STATE ST S,UNINSPECTED/ ALL TIMES VTL 306-B,Adjudication Pending ,25,Tuesday,10,"('43.0415743', '-76.1723785')"
231,,,232,395944D,2023/01/03 11:46:00+00,900 WESTMORELAND AVE,UNINSPECTED/ ALL TIMES VTL 306-B,Adjudication Approved,0,Tuesday,11,"('43.036924', '-76.11405')"
232,,,233,343304D,2023/01/03 09:56:00+00,400 VINCENT ST,NO STOPPING ANY TIME CO15-316 (A)14,Paid In Full,25,Tuesday,09,"('43.021418', '-76.128269')"
233,,,234,382129D,2023/01/03 10:50:00+00,600 STATE ST S,NONE/ONE LICENSE PLATE/ALL VTL402-1,Adjudication Pending ,25,Tuesday,10,"('43.0415743', '-76.1723785')"
234,-8476812.30036917,5319069.51433867,235,382130D,2023/01/03 11:08:00+00,401 MONTGOMERY ST,NO PERMIT/ALL TIMES CO15-365,Fourth Notice,25,Tuesday,11,"('43.0466396', '-76.1483142')"
235,,,236,371245D,2023/01/03 09:56:00+00,300 LOOMIS AVE,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Fourth Notice,25,Tuesday,09,"('43.008399', '-76.153988')"
236,,,237,397140D,2023/01/03 11:22:00+00, CITY LOT 4,MISC,Fourth Notice,25,Tuesday,11,"(0, 0)"
237,,,238,376225D,2023/01/03 08:20:00+00,1000 EILEEN COLLINS BLVD,NO PARKING ANY TIME CO15-316 (A)14,Fourth Notice,25,Tuesday,08,"(43.113505702811246, -76.11989651004016)"
238,,,239,395922D,2023/01/03 10:02:00+00,300 FOREMAN ST,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Fourth Notice,60,Tuesday,10,"(0, 0)"
239,,,240,395924D,2023/01/03 10:06:00+00,300 FOREMAN ST,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,60,Tuesday,10,"(0, 0)"
240,,,241,395923D,2023/01/03 10:04:00+00,300 FOREMAN ST,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Fourth Notice,60,Tuesday,10,"(0, 0)"
241,,,242,395928D,2023/01/03 10:26:00+00,100 ASHWORTH PL,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Fourth Notice,60,Tuesday,10,"('43.047635', '-76.134138')"
242,-8475594.52081043,5319321.76925427,243,395925D,2023/01/03 10:14:00+00,900 FAYETTE ST E,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Paid In Full,25,Tuesday,10,"('43.0484055', '-76.1374615')"
243,-8475016.43867773,5319059.91775109,244,395929D,2023/01/03 10:31:00+00,500 WALNUT AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Fourth Notice,60,Tuesday,10,"('43.0465308', '-76.1323599')"
244,-8473640.86368371,5316562.41554059,245,395931D,2023/01/03 10:48:00+00,200 KENSINGTON PL,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,60,Tuesday,10,"('43.0301396', '-76.119975')"
245,,,246,395932D,2023/01/03 10:57:00+00,100 REDFIELD PL,UNINSPECTED/ ALL TIMES VTL 306-B,Adjudication Pending ,25,Tuesday,10,"('43.037424', '-76.123079')"
246,,,247,395933D,2023/01/03 11:05:00+00,100 DELL ST,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,60,Tuesday,11,"('43.041795', '-76.120445')"
247,-8475594.52081043,5319321.76925427,248,395927D,2023/01/03 10:21:00+00,900 FAYETTE ST E,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,60,Tuesday,10,"('43.0484055', '-76.1374615')"
248,-8475594.52081043,5319321.76925427,249,395926D,2023/01/03 10:19:00+00,900 FAYETTE ST E,UNINSPECTED/ ALL TIMES VTL 306-B,Paid In Full,25,Tuesday,10,"('43.0484055', '-76.1374615')"
249,,,250,395941D,2023/01/03 11:30:00+00, UNK,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Void Approved,0,Tuesday,11,"(0, 0)"
250,,,251,395935D,2023/01/03 11:09:00+00,100 DELL ST,OBSTRUCTING TRAFFIC/ALL CO15-317,Paid In Full,60,Tuesday,11,"('43.041795', '-76.120445')"
251,,,252,395940D,2023/01/03 11:28:00+00,500 WESTMORELAND AVE,UNINSPECTED/ ALL TIMES VTL 306-B,Paid In Full,25,Tuesday,11,"('43.045113', '-76.114625')"
252,,,253,395942D,2023/01/03 11:46:00+00,100 HARVARD PL,NO PARKING ANY TIME CO15-316 (A)14,Paid In Full,25,Tuesday,11,"('43.041428', '-76.119168')"
253,,,254,395943D,2023/01/03 11:42:00+00,100 HARVARD PL,NO PARKING ANY TIME CO15-316 (A)14,Void Approved,0,Tuesday,11,"('43.041428', '-76.119168')"
254,,,255,23500027,2023/01/03 11:49:00+00,100 MONTANA ST,UNINSPECTED/ ALL TIMES VTL 306-B,Paid In Full,25,Tuesday,11,"('43.03471', '-76.114806')"
255,,,256,231500031,2023/01/03 11:51:00+00,100 NORTH AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Issued,60,Tuesday,11,"('43.0983615', '-76.2500303')"
256,,,257,231500032,2023/01/03 11:53:00+00,400 NORTH AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,60,Tuesday,11,"('43.0765049', '-76.1042749')"
257,-8473408.42855475,5317366.97143526,258,23500028,2023/01/03 11:59:00+00,200 ROOSEVELT AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Promise To Pay,60,Tuesday,11,"('43.0354067', '-76.1178868')"
258,,,259,231500033,2023/01/03 11:59:00+00,300 LILLIAN AVE,PRKD ON GRASS/GROUND/ALL CO15-316(A),Paid In Full,25,Tuesday,11,"('43.070709', '-76.110568')"
259,,,260,23500030,2023/01/03 13:28:00+00,700 IRVING AVE,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Fourth Notice,25,Tuesday,13,"('43.0424791', '-76.1383985')"
260,-8473408.42855475,5317366.97143526,261,23500029,2023/01/03 11:59:00+00,200 ROOSEVELT AVE,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Promise To Pay,25,Tuesday,11,"('43.0354067', '-76.1178868')"
261,,,262,23500031,2023/01/03 13:29:00+00,700 IRVING AVE,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Paid In Full,25,Tuesday,13,"('43.0424791', '-76.1383985')"
262,,,263,23500032,2023/01/03 13:30:00+00,700 IRVING AVE,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Paid In Full,25,Tuesday,13,"('43.0424791', '-76.1383985')"
263,-8477231.08418952,5318644.53492912,264,230700040,2023/01/03 11:54:00+00,500 SALINA ST N,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Paid In Full,25,Tuesday,11,"('43.0438209', '-76.15243791919212')"
264,,,265,23500033,2023/01/03 13:33:00+00,700 IRVING AVE,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Paid In Full,25,Tuesday,13,"('43.0424791', '-76.1383985')"
265,,,266,23500034,2023/01/03 13:34:00+00,700 IRVING AVE,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Paid In Full,25,Tuesday,13,"('43.0424791', '-76.1383985')"
266,,,267,23500035,2023/01/03 13:34:00+00,700 IRVING AVE,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Fourth Notice,25,Tuesday,13,"('43.0424791', '-76.1383985')"
267,,,268,23500036,2023/01/03 13:36:00+00,700 IRVING AVE,NO STOPPING ANY TIME CO15-316 (A)14,Issued,25,Tuesday,13,"('43.0424791', '-76.1383985')"
268,,,269,23500038,2023/01/03 13:38:00+00,700 IRVING AVE,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Paid In Full,25,Tuesday,13,"('43.0424791', '-76.1383985')"
